Date,Global,LATINO,REP DOM,Argentina,Bolivia,Brasil,Chile,Colombia,Costa Rica,Ecuador,El Salvador,Guatemala,Honduras,México,Paraguay,Perú,Panamá,Uruguay,Venezuela
2018-05-07,3.54515,3.90177,3.2153,4.69801,1.9703,2.55479,1.36201,1.90688,3.68851,7.14754,3.9691,2.1386,3.00805,2.69256,2.32801,1.56848,1.42908,1.88558,46.05878
2018-05-08,3.61902,3.99102,3.25562,4.88619,2.08731,2.61675,1.36802,1.95043,3.7368,7.58972,4.08527,2.21453,3.05744,2.73958,2.45281,1.60724,1.44741,1.92526,47.40889
2018-05-09,3.61673,3.96675,3.23994,4.88348,2.01559,2.56551,1.35059,1.90531,3.76713,7.80243,4.07988,2.2007,3.04589,2.70185,2.37551,1.58453,1.41756,1.86708,46.41042
2018-05-10,3.50186,3.83358,3.10781,4.6746,1.98262,2.45613,1.31974,1.81381,3.70461,7.36856,4.02963,2.10012,2.93314,2.60099,2.24546,1.51421,1.32776,1.81179,44.76643
2018-05-11,3.46502,3.81877,3.08319,4.79249,2.007,2.47759,1.30625,1.77482,3.66212,7.42038,3.9412,2.05261,2.89235,2.59806,2.18387,1.50808,1.32395,1.79999,43.29599
2018-05-14,3.45304,3.8091,2.98608,4.9892,1.98769,2.47486,1.31097,1.77,3.62899,7.47943,3.85778,1.9859,2.81025,2.58189,2.07819,1.49752,1.3324,1.76398,42.42935
2018-05-15,3.47751,3.81015,3.0366,4.80208,1.99821,2.51743,1.30941,1.80258,3.66088,7.16096,3.86986,1.96143,2.81395,2.62197,2.0996,1.50599,1.33841,1.8001,42.40413
2018-05-16,3.43754,3.74634,2.99888,4.4879,2.01091,2.49101,1.30608,1.77691,3.61984,6.73425,3.82691,1.89569,2.76795,2.59502,2.09476,1.49031,1.31073,1.78626,42.72152
2018-05-17,3.48154,3.78995,3.03366,4.5153,2.11135,2.53898,1.31659,1.85814,3.65324,6.61273,3.83414,1.91316,2.76011,2.62815,2.15929,1.51722,1.32902,1.79288,44.18624
2018-05-18,3.56176,3.89402,3.19535,4.59525,2.28893,2.65902,1.35572,1.92721,3.75168,6.6962,4.01524,2.04703,2.89532,2.71339,2.28126,1.59857,1.39936,1.8964,45.03034
2018-05-21,3.58085,3.88893,3.21959,4.57196,2.2651,2.63632,1.35914,1.93798,3.78171,6.5259,4.01131,2.07118,2.90871,2.72193,2.31951,1.60061,1.40788,1.90861,44.64728
2018-05-22,3.51489,3.82698,3.15291,4.53721,2.15797,2.58289,1.33891,1.8873,3.73322,6.43583,3.97361,1.98467,2.83076,2.65065,2.22903,1.54781,1.35868,1.8568,44.20501
2018-05-23,3.51358,3.83251,3.18556,4.51968,2.27823,2.58796,1.35505,1.89202,3.78483,6.3047,4.04323,2.02253,2.85013,2.66935,2.23269,1.57495,1.38908,1.88556,43.55513
2018-05-24,3.48466,3.82428,3.1895,4.54072,2.26012,2.61401,1.35951,1.89139,3.81642,6.21015,4.0621,2.04532,2.84511,2.65139,2.22375,1.5715,1.36608,1.88625,43.45424
2018-05-25,3.49371,3.8402,3.19612,4.61572,2.27423,2.6423,1.37561,1.91879,3.84565,6.24482,4.13097,2.07218,2.89592,2.64594,2.24155,1.59735,1.36329,1.82617,43.68055
2018-05-29,3.65032,4.05312,3.43188,4.96669,2.4616,2.89702,1.46973,2.04953,4.07418,6.57262,4.45191,2.28334,3.11954,2.81629,2.33476,1.73176,1.50958,1.98315,45.55709
2018-05-30,3.60689,4.01077,3.39248,5.0059,2.44228,2.8742,1.42512,2.00745,4.03569,6.48715,4.41359,2.21309,3.06319,2.7839,2.2729,1.65584,1.47002,1.92442,45.20228
2018-05-31,3.66683,4.04433,3.45875,5.21161,2.50375,2.98677,1.45444,2.05001,4.05804,6.70822,4.3966,2.21672,3.03337,2.87543,2.40512,1.67918,1.51196,1.96992,45.64971
2018-06-01,3.66199,4.0035,3.45155,5.11796,2.51053,3.01186,1.4347,1.99266,4.03312,6.69888,4.3747,2.17219,3.02293,2.84865,2.38573,1.61726,1.47149,1.90757,44.9459
2018-06-04,3.59642,3.9095,3.3537,4.80212,2.4422,2.93644,1.40472,1.92392,3.93482,6.55029,4.24439,2.13564,2.91587,2.81296,2.31737,1.57137,1.39027,1.84341,44.43705
2018-06-05,3.62472,3.92149,3.31274,4.72923,2.44936,2.96598,1.41731,1.94267,3.86617,6.51043,4.18663,2.17401,2.92428,2.90874,2.30502,1.59347,1.41126,1.85349,44.57659
2018-06-06,3.60775,3.89743,3.26955,4.65314,2.41471,3.03416,1.38895,1.9265,3.66061,6.49716,4.1118,2.11451,2.87801,2.88845,2.29227,1.57514,1.38783,1.81798,44.66148
2018-06-07,3.66899,3.98582,3.28017,4.78709,2.48418,3.21365,1.42708,2.02434,3.69644,6.60208,4.1298,2.12359,2.83515,3.0018,2.41911,1.63361,1.4702,1.91227,44.77363
2018-06-08,3.6802,3.99105,3.31409,4.7387,2.4606,3.17577,1.43066,2.03596,3.73089,6.64287,4.10331,2.14331,2.9178,3.02044,2.40245,1.63522,1.47749,1.93667,44.76243
2018-06-11,3.69764,4.01787,3.32786,4.85661,2.51017,3.21268,1.43136,2.053,3.725,6.70381,4.10135,2.14884,2.7569,3.05795,2.45585,1.62509,1.46911,1.95386,44.79353
2018-06-12,3.73676,4.05229,3.35802,5.0235,2.50514,3.24597,1.43481,2.04321,3.74278,6.84561,4.12369,2.18268,2.8046,3.06955,2.5041,1.63793,1.4964,1.96859,46.04099
2018-06-13,3.74685,4.0353,3.35617,5.05025,2.4747,3.22621,1.42262,2.00685,3.74008,6.77643,4.13255,2.19963,2.77509,3.04027,2.45271,1.60529,1.47536,1.96867,45.06248
2018-06-14,3.76484,4.09144,3.37325,5.3969,2.5078,3.26241,1.41389,2.01727,3.77297,6.96335,4.2731,2.23019,2.85976,3.03153,2.47173,1.63818,1.50068,1.9855,45.74527
2018-06-15,3.79212,4.10086,3.37909,5.49913,2.53432,3.25617,1.40529,1.99166,3.77542,7.30949,4.29936,2.22122,2.91912,2.99084,2.50417,1.62946,1.49366,1.94834,45.81824
2018-06-18,3.86583,4.18842,3.48534,5.65521,2.80856,3.34904,1.41294,2.02479,3.88072,7.76338,4.40476,2.32203,2.99762,3.00613,2.57043,1.63824,1.53065,2.00159,46.93063
2018-06-19,3.94265,4.24628,3.61457,5.60679,2.91013,3.37168,1.43091,2.06259,3.98153,8.0568,4.5202,2.37676,3.09077,3.01693,2.64001,1.67703,1.57686,2.03088,47.91701
2018-06-20,3.84409,4.16384,3.49522,5.54414,2.86098,3.26394,1.40681,2.01032,3.88154,7.62202,4.42322,2.34534,2.98348,2.91997,2.57994,1.63695,1.51246,1.99777,48.67314
2018-06-21,3.83501,4.1409,3.48256,5.42569,2.93798,3.19499,1.42163,1.98867,3.87912,7.55856,4.43787,2.33644,2.99842,2.86492,2.58084,1.63954,1.51046,1.97889,49.79366
2018-06-22,3.76003,4.07174,3.37623,5.33206,2.90406,3.13432,1.40763,1.94788,3.80666,7.27551,4.36008,2.30234,2.90309,2.7935,2.50619,1.62214,1.47809,1.94299,49.64576
2018-06-25,3.82058,4.12358,3.40862,5.46318,2.95471,3.17703,1.42566,1.98452,3.86647,7.4088,4.42472,2.31109,2.92359,2.83514,2.49349,1.64106,1.51363,1.97604,50.25785
2018-06-26,3.84241,4.1286,3.43232,5.58329,2.98068,3.15177,1.42318,1.98211,3.8873,7.42053,4.43927,2.33319,2.94478,2.82729,2.41309,1.63274,1.50783,1.95738,50.29787
2018-06-27,3.89689,4.21389,3.52599,5.83911,3.04367,3.25755,1.45004,2.03323,3.9144,7.6347,4.52516,2.37389,3.01997,2.87811,2.51537,1.69196,1.56556,2.03321,50.17519
2018-06-28,3.89062,4.20282,3.5557,5.92893,3.05722,3.25415,1.44328,1.99613,3.91552,7.64518,4.58445,2.414,3.08944,2.82553,2.48728,1.67641,1.546,2.00353,49.89386
2018-06-29,3.88064,4.19042,3.48278,6.08418,2.95287,3.25965,1.44362,1.96873,3.85672,7.61111,4.50342,2.3259,2.97881,2.808,2.44588,1.6597,1.51983,2.00093,50.11496
2018-07-02,3.89041,4.18754,3.44693,6.03945,2.92565,3.2486,1.42847,1.95734,3.83361,7.52423,4.4773,2.30826,2.93955,2.88832,2.40855,1.65709,1.52475,1.9968,50.00122
2018-07-03,3.86226,4.12962,3.3836,5.87423,2.92933,3.21361,1.45011,1.92183,3.77855,7.19861,4.423,2.30791,2.93405,2.82432,2.34992,1.66233,1.50763,1.98944,49.82934
2018-07-05,3.79573,4.05546,3.31093,5.7765,2.77028,3.13377,1.41933,1.86719,3.73123,6.89454,4.32271,2.23179,2.8416,2.77653,2.28369,1.63523,1.46209,1.94402,49.79636
2018-07-06,3.73712,3.98276,3.25332,5.6398,2.66554,3.06526,1.40758,1.81566,3.68837,6.6524,4.26086,2.1398,2.78005,2.72391,2.15007,1.60728,1.43115,1.90254,49.34503
2018-07-09,3.65209,3.91724,3.16532,5.63108,2.60682,2.98683,1.37772,1.75544,3.57665,6.52905,4.18305,2.0624,2.72975,2.67762,2.14718,1.52764,1.36855,1.82296,49.31462
2018-07-10,3.64759,3.8861,3.14195,5.66719,2.54383,2.92021,1.3519,1.73674,3.55328,6.56883,4.12307,2.01272,2.66908,2.66514,2.12163,1.4939,1.34427,1.75302,50.38278
2018-07-11,3.70533,3.95174,3.20191,5.78099,2.81158,2.95953,1.37551,1.81748,3.59913,6.83005,4.14888,2.02076,2.71404,2.71805,2.13845,1.54089,1.38587,1.80033,48.86375
2018-07-12,3.6847,3.93114,3.24016,5.7367,2.79243,2.94234,1.37723,1.82637,3.56432,6.80142,4.09427,2.00292,2.69191,2.68849,2.10456,1.51525,1.3673,1.76882,48.80261
2018-07-13,3.64504,3.88702,3.2484,5.68557,2.69209,2.93499,1.36899,1.78661,3.53943,6.5347,4.03014,1.96891,2.64932,2.6692,1.96419,1.50613,1.29921,1.75074,48.69558
2018-07-16,3.64203,3.89821,3.26624,5.75416,2.68857,2.91256,1.36678,1.80328,3.56701,6.64879,4.01596,1.95318,2.658,2.63399,2.10284,1.49121,1.30942,1.7326,48.95568
2018-07-17,3.65023,3.90468,3.2748,5.82761,2.68353,2.90304,1.37333,1.79147,3.5956,6.60757,4.01605,1.93365,2.64269,2.64621,2.14987,1.4752,1.31805,1.72208,49.19308
2018-07-18,3.621,3.86495,3.20483,5.74465,2.5863,2.86958,1.36351,1.78179,3.56294,6.43027,3.98152,1.79441,2.60569,2.62283,2.1585,1.45464,1.28827,1.69559,49.01447
2018-07-19,3.66163,3.91531,3.25288,5.81648,2.64115,2.92141,1.38027,1.81519,3.61882,6.50328,4.025,1.84168,2.70207,2.66858,2.25124,1.49873,1.33105,1.72683,49.73965
2018-07-20,3.61969,3.88191,3.21406,5.71868,2.5826,2.77595,1.37137,1.79717,3.56222,6.42107,4.0031,1.82272,2.66194,2.64249,2.21885,1.47001,1.33251,1.70963,50.19148
2018-07-23,3.58054,3.86966,3.23585,5.71728,2.56559,2.72812,1.3538,1.79085,3.52269,6.38848,4.01671,1.79361,2.61106,2.61633,2.20612,1.45703,1.30266,1.69074,50.38508
2018-07-24,3.60216,3.87315,3.24725,5.76133,2.54168,2.72008,1.34864,1.81328,3.52705,6.27386,4.03813,1.7592,2.62186,2.62706,2.19998,1.47081,1.33137,1.68619,50.55602
2018-07-25,3.57628,3.84626,3.2217,5.74346,2.51372,2.68001,1.36386,1.79493,3.50443,6.06944,4.03024,1.73825,2.58357,2.61179,2.17654,1.45152,1.30652,1.67826,50.87966
2018-07-26,3.48999,3.76202,3.15153,5.53416,2.47937,2.63606,1.30854,1.73353,3.41932,5.85218,3.8422,1.67992,2.51763,2.55249,2.10947,1.38674,1.2598,1.61523,50.89696
2018-07-27,3.49406,3.75678,3.14968,5.4898,2.43842,2.60357,1.30747,1.72879,3.39995,5.83665,3.92893,1.70033,2.52334,2.57252,2.06284,1.3977,1.27103,1.61854,50.61169
2018-07-30,3.52076,3.78995,3.14859,5.49558,2.46296,2.61622,1.31866,1.73286,3.36192,6.03589,4.15216,1.71177,2.4573,2.64241,2.01473,1.39814,1.27143,1.62841,50.7648
2018-07-31,3.54174,3.82338,3.1567,5.55767,2.4375,2.62937,1.32974,1.77254,3.3842,6.0349,4.18207,1.6752,2.40869,2.73553,1.98324,1.42986,1.29918,1.68965,50.86253
2018-08-01,3.56557,3.85257,3.17821,5.58825,2.41389,2.65819,1.32415,1.80014,3.39296,6.22433,4.20197,1.70508,2.46487,2.77221,1.93,1.40666,1.29886,1.71648,51.00765
2018-08-02,3.60652,3.86747,3.21919,5.68307,2.43623,2.68005,1.32885,1.79591,3.42685,6.25312,4.28427,1.76936,2.50159,2.74654,2.02214,1.42837,1.31048,1.71956,50.08436
2018-08-03,3.60401,3.86366,3.2172,5.68499,2.45408,2.65471,1.33669,1.78296,3.44316,6.23348,4.28625,1.77269,2.52832,2.7396,2.00609,1.42722,1.32032,1.72509,50.34325
2018-08-06,3.63349,3.89174,3.23727,5.80606,2.43878,2.67419,1.34343,1.78028,3.47325,6.27388,4.34825,1.80523,2.56249,2.74893,2.02539,1.44613,1.33748,1.74293,50.69617
2018-08-07,3.62121,3.89905,3.24091,5.89858,2.45502,2.70367,1.32675,1.77866,3.49531,6.35043,4.35159,1.79415,2.54336,2.7242,2.04123,1.43189,1.30944,1.72317,51.00295
2018-08-08,3.65796,3.94536,3.26316,6.07758,2.48488,2.7179,1.34174,1.80232,3.60344,6.48123,4.46224,1.81821,2.57495,2.73759,2.14703,1.46806,1.33044,1.7152,51.44173
2018-08-09,3.72688,4.01004,3.2919,6.31898,2.51011,2.79439,1.36204,1.84765,3.68871,6.56439,4.51209,1.89018,2.61063,2.78231,2.21354,1.50236,1.37454,1.76745,51.82082
2018-08-10,3.9171,4.17241,3.41522,6.98535,2.63034,2.94983,1.42952,1.93431,3.86217,6.87401,4.65278,1.99107,2.67388,2.89795,2.35128,1.58444,1.462,1.85127,52.8397
2018-08-13,4.04589,4.25133,3.44935,7.46628,2.62689,3.00443,1.44729,1.93697,3.91917,7.20479,4.70027,2.077,2.73409,2.91649,2.35489,1.57451,1.47636,1.85755,54.25141
2018-08-14,3.92594,4.15612,3.41486,6.94196,2.65502,2.93881,1.40898,1.88283,3.83331,7.02826,4.62464,2.0786,2.72441,2.84436,2.31515,1.53467,1.40232,1.79393,54.28935
2018-08-15,3.96192,4.18747,3.44681,6.96985,2.64798,2.99782,1.43382,1.90444,3.88068,7.14046,4.63643,2.11669,2.78387,2.88888,2.33356,1.57339,1.42386,1.8247,53.51044
2018-08-16,3.90337,4.11865,3.41283,6.61242,2.62684,2.95759,1.41664,1.86748,3.87992,6.99275,4.63161,2.08135,2.79107,2.82325,2.25924,1.54297,1.3906,1.74466,53.93736
2018-08-17,3.90196,4.10781,3.38299,6.70015,2.56981,2.98627,1.4118,1.82625,3.85095,7.06426,4.60775,2.06564,2.76893,2.7805,2.26777,1.51588,1.37456,1.72826,54.22562
2018-08-20,3.94169,4.14346,3.40373,6.83615,2.58904,3.02132,1.43088,1.83332,3.89228,7.20967,4.63029,2.09693,2.79967,2.78546,2.22867,1.54463,1.41115,1.76368,54.66036
2018-08-21,3.89826,4.11374,3.34816,6.84347,2.59699,3.046,1.4217,1.82163,3.88397,7.11821,4.58552,2.0812,2.78781,2.75835,2.20193,1.51181,1.38362,1.72575,53.68442
2018-08-22,3.86427,4.11462,3.32895,6.89158,2.59182,3.1608,1.43309,1.81692,3.87612,6.90361,4.56437,2.10158,2.77928,2.7561,2.14172,1.5162,1.38654,1.72296,53.83234
2018-08-23,3.88394,4.12975,3.31557,6.955,2.5862,3.24588,1.43438,1.81481,3.86945,6.83353,4.49223,2.08593,2.73957,2.79714,2.15191,1.52635,1.38668,1.74175,54.30745
2018-08-24,3.90263,4.14043,3.3246,6.99446,2.55856,3.25182,1.42693,1.81401,3.90846,6.87242,4.45463,2.07654,2.75464,2.81405,2.15325,1.51513,1.4003,1.74676,54.88255
2018-08-27,3.86741,4.10036,3.25384,6.86684,2.53896,3.22386,1.41321,1.78547,3.89629,6.85651,4.4377,2.05963,2.7242,2.76381,2.06829,1.47619,1.36518,1.70639,55.38942
2018-08-28,3.83351,4.07111,3.23,6.88122,2.4687,3.23491,1.38727,1.73961,3.89112,6.78869,4.38042,2.01454,2.69435,2.72356,2.00913,1.43039,1.32764,1.67199,55.76068
2018-08-29,3.88194,4.11521,3.24424,7.27273,2.48671,3.27557,1.39109,1.75137,3.95764,6.84156,4.38573,2.07164,2.65775,2.74444,2.01427,1.43652,1.31615,1.67422,56.39186
2018-08-30,3.9588,4.2029,3.26635,7.76567,2.50406,3.3495,1.4073,1.80066,4.06474,7.10215,4.45741,2.09837,2.66344,2.78861,2.05061,1.46029,1.34299,1.73893,57.2037
2018-08-31,3.99915,4.22457,3.25128,7.7135,2.4785,3.37297,1.40795,1.83863,4.06388,7.24915,4.54118,2.15353,2.64739,2.81562,2.09175,1.47147,1.36418,1.74474,58.07314
2018-09-04,4.06879,4.26874,3.29554,7.82756,2.5632,3.41326,1.40292,1.83632,4.14283,7.36026,4.58469,2.15786,2.63105,2.84989,2.08507,1.46348,1.35534,1.78147,59.0618
2018-09-05,4.05907,4.25048,3.32746,7.44219,2.57322,3.31829,1.41146,1.81247,4.20425,7.38785,4.64813,2.17942,2.69483,2.84111,2.03849,1.4549,1.36471,1.78862,60.53528
2018-09-06,4.02133,4.22768,3.32778,7.28798,2.57663,3.26381,1.40487,1.82908,4.18119,7.31555,4.6959,2.1652,2.6574,2.82955,2.05594,1.45711,1.33919,1.76798,61.15542
2018-09-07,3.97451,4.20605,3.33385,7.24816,2.49459,3.16846,1.38731,1.81703,4.12118,7.33519,4.63118,2.1261,2.61396,2.79765,2.12853,1.42758,1.3021,1.77404,61.61028
2018-09-10,4.02666,4.26101,3.36527,7.44954,2.47249,3.21683,1.38853,1.85386,4.22038,7.56745,4.66467,2.12966,2.58583,2.80916,2.15553,1.46566,1.33113,1.80878,62.88092
2018-09-11,4.02376,4.26542,3.34573,7.41228,2.52304,3.2822,1.37319,1.84674,4.21804,7.6168,4.71422,2.15026,2.56714,2.803,2.14421,1.45306,1.31289,1.78791,63.6245
2018-09-12,3.98193,4.21297,3.34359,6.98838,2.45169,3.24985,1.36264,1.83209,4.23581,7.40616,4.74041,2.11503,2.54128,2.7812,2.15076,1.44166,1.3116,1.76928,63.5808
2018-09-13,3.88774,4.1428,3.29731,6.94968,2.41528,3.26316,1.34196,1.77229,4.10496,7.07284,4.66635,2.12441,2.55958,2.70306,2.14964,1.40521,1.25593,1.72328,62.25768
2018-09-14,3.82531,4.0909,3.22755,6.61183,2.36921,3.26264,1.33477,1.74096,4.0266,7.03307,4.61335,2.07577,2.4205,2.66553,2.19619,1.39297,1.24808,1.71827,61.22903
2018-09-17,3.856,4.09463,3.23558,6.4903,2.40526,3.29157,1.33173,1.75996,4.02116,7.05912,4.62323,2.09586,2.44633,2.67773,2.19812,1.39498,1.25228,1.72176,61.54705
2018-09-18,3.82968,4.08136,3.21796,6.55523,2.38643,3.26622,1.31582,1.74864,4.0169,7.08302,4.57594,2.03932,2.3789,2.6525,2.16182,1.37353,1.22947,1.67979,61.18984
2018-09-19,3.78467,4.04277,3.21001,6.22033,2.29257,3.19982,1.30371,1.72355,4.01602,7.12193,4.55626,2.03627,2.37814,2.63007,2.14082,1.35993,1.20161,1.67441,61.20929
2018-09-20,3.73652,3.99528,3.195,6.01293,2.16199,3.03648,1.30899,1.73358,4.0158,6.71149,4.5033,2.0045,2.35391,2.63438,2.14313,1.36775,1.22691,1.68504,61.391
2018-09-21,3.70311,3.9389,3.1869,5.88226,2.0981,2.83643,1.30035,1.72543,4.02463,6.32411,4.51785,2.02631,2.38304,2.60548,2.14852,1.33954,1.23005,1.65556,61.59042
2018-09-24,3.69488,3.94639,3.15368,6.11584,2.00979,2.89037,1.30771,1.71731,3.9811,6.16545,4.4935,1.99609,2.34578,2.60299,2.14223,1.34604,1.22955,1.64712,61.53124
2018-09-25,3.68161,3.93427,3.14568,6.0318,1.99776,2.90278,1.28223,1.7153,3.95398,6.17647,4.50901,1.99353,2.35152,2.59982,2.12945,1.34056,1.2254,1.62323,61.40721
2018-09-26,3.67961,3.9335,3.14394,6.13694,1.97821,2.89156,1.26422,1.73057,4.29723,6.12958,4.49118,2.01019,2.37281,2.5684,2.14372,1.35861,1.22228,1.60691,60.08055
2018-09-27,3.61782,3.87899,3.11293,5.93311,1.85863,2.86558,1.26219,1.6935,4.42762,6.00108,4.4707,2.00894,2.39888,2.54454,2.14839,1.34418,1.22515,1.5876,56.43409
2018-09-28,3.61728,3.89241,3.05392,6.227,2.01661,2.88922,1.24115,1.67833,4.58816,6.2222,4.44652,1.99365,2.35173,2.56365,2.13545,1.32818,1.19488,1.55839,54.99046
2018-10-01,3.62073,3.89434,3.03123,6.28688,1.99006,2.90972,1.21344,1.68519,4.62373,6.29875,4.44541,1.98028,2.35966,2.5508,2.12027,1.31504,1.18251,1.53624,55.18872
2018-10-02,3.65731,3.90189,3.05791,6.31649,2.05089,2.81375,1.22103,1.69328,4.53246,6.24068,4.45348,1.99578,2.36809,2.56206,2.1126,1.33804,1.20755,1.56079,56.47226
2018-10-03,3.58467,3.84388,2.98077,6.26474,1.97824,2.68185,1.17961,1.65828,4.30157,6.18477,4.45026,1.9104,2.31044,2.52053,2.05331,1.25965,1.1376,1.51588,56.55989
2018-10-04,3.67811,3.91864,3.07783,6.56112,2.10601,2.7386,1.19183,1.68215,4.36122,6.39416,4.51623,1.92553,2.32318,2.567,2.06039,1.30491,1.15636,1.55234,56.8128
2018-10-05,3.68774,3.93509,3.11989,6.69019,2.1228,2.68276,1.1833,1.68715,4.33632,6.55692,4.53751,1.91537,2.33463,2.56089,2.02778,1.29263,1.12871,1.55214,57.21052
2018-10-09,3.72542,3.93669,3.17505,6.60629,2.22976,2.56458,1.20381,1.70972,4.26424,6.44028,4.57738,1.93796,2.47476,2.57183,2.12534,1.34872,1.19601,1.58757,56.94764
2018-10-10,3.73463,3.98118,3.19158,6.8144,2.24071,2.63888,1.22682,1.72338,4.25583,6.60146,4.62441,1.98779,2.50198,2.57036,2.15083,1.36396,1.21111,1.63892,56.41557
2018-10-11,3.81973,4.06148,3.27643,6.85814,2.40129,2.67745,1.27876,1.81762,4.39533,6.68892,4.81681,2.10061,2.64783,2.64165,2.25125,1.46719,1.31431,1.73735,56.11788
2018-10-12,3.76502,4.018,3.26739,6.57372,2.32426,2.61406,1.27302,1.79738,4.40893,6.66692,4.86368,2.04257,2.6604,2.59834,2.17307,1.43717,1.28112,1.71586,56.70553
2018-10-15,3.74232,4.00525,3.24765,6.34515,2.33034,2.57301,1.27964,1.79544,4.55128,6.63358,5.07179,2.06828,2.69917,2.59105,2.15732,1.42326,1.3081,1.71126,56.55547
2018-10-16,3.72607,3.98868,3.2322,6.36057,2.30767,2.52678,1.28404,1.78127,4.50357,6.54478,5.04033,2.07156,2.70899,2.55075,2.16071,1.42002,1.32555,1.70432,57.057
2018-10-17,3.69151,3.97951,3.17945,6.55494,2.25694,2.51156,1.26484,1.77014,4.58392,6.53214,4.93408,2.04793,2.68041,2.51681,2.09538,1.38882,1.27753,1.69342,57.65462
2018-10-18,3.75434,4.06827,3.23211,6.62706,2.30482,2.60019,1.32197,1.83384,4.73968,6.75863,5.0049,2.18538,2.7052,2.61116,2.12806,1.45035,1.34883,1.75744,57.871
2018-10-19,3.7668,4.08163,3.22124,6.60785,2.34639,2.57608,1.32053,1.84304,4.79987,6.80741,5.02081,2.21213,2.66473,2.64107,2.13865,1.46725,1.34908,1.76973,58.31014
2018-10-22,3.79437,4.11924,3.22038,6.64594,2.3777,2.55811,1.32753,1.86073,4.91819,6.91701,5.04323,2.25871,2.69744,2.71484,2.19837,1.48512,1.37213,1.79188,58.78493
2018-10-23,3.83272,4.13598,3.22922,6.65345,2.48766,2.55861,1.34346,1.83839,5.03394,6.98273,5.05956,2.30706,2.72539,2.74917,2.2206,1.49989,1.38618,1.79532,58.70188
2018-10-24,3.88749,4.20785,3.22998,6.76148,2.5999,2.64247,1.37407,1.86846,4.89923,7.03798,5.07922,2.3545,2.75475,2.78807,2.26475,1.5366,1.42047,1.83458,64.57967
2018-10-25,3.87149,4.17741,3.21148,6.67289,2.61671,2.5977,1.37087,1.84113,4.8856,6.95538,5.10123,2.37827,2.75489,2.77684,2.25958,1.51651,1.42263,1.84209,62.66266
2018-10-26,3.91457,4.22375,3.24818,6.70082,2.73848,2.62116,1.4023,1.90612,5.18577,6.9763,5.13273,2.42041,2.79088,2.86736,2.32808,1.56417,1.4716,1.87516,60.34132
2018-10-29,3.94852,4.26735,3.2786,6.7169,2.81992,2.61886,1.40393,1.94213,5.23291,7.03697,5.14128,2.53358,2.87309,3.01649,2.33995,1.57085,1.48364,1.90791,59.87544
2018-10-30,3.95372,4.26121,3.28206,6.6519,2.75321,2.59169,1.41622,1.90293,5.19427,7.14942,5.1214,2.55825,2.85937,3.07496,2.33351,1.55432,1.47851,1.86518,58.76032
2018-10-31,3.92353,4.21597,3.25524,6.52176,2.74704,2.55815,1.39955,1.85678,5.20471,7.22319,5.03912,2.51769,2.9271,3.06817,2.31343,1.52279,1.46234,1.84649,58.02757
2018-11-01,3.91467,4.18595,3.24009,6.34772,2.73529,2.50946,1.39789,1.85735,5.30194,6.93786,4.96185,2.41871,2.89573,3.0602,2.31555,1.53308,1.47035,1.8357,58.53664
2018-11-02,3.81893,4.10091,3.14887,6.08848,2.66609,2.43581,1.35379,1.81674,5.11877,6.8094,4.84775,2.32936,2.78058,2.96629,2.23455,1.4597,1.42391,1.78635,58.86161
2018-11-05,3.82394,4.09292,3.16487,6.04462,2.64263,2.43223,1.36373,1.83293,5.01562,6.78193,4.74911,2.23891,2.73312,2.9845,2.24812,1.46857,1.42651,1.79022,58.44124
2018-11-06,3.81177,4.09891,3.20872,6.00237,2.64022,2.45011,1.36997,1.84717,4.91727,6.8243,4.71103,2.23982,2.75861,2.95711,2.25047,1.47368,1.43593,1.86057,58.54883
2018-11-07,3.78317,4.07118,3.18519,5.96596,2.63735,2.43101,1.3317,1.82089,4.91607,6.85837,4.6103,2.17885,2.67757,2.91808,2.23399,1.45588,1.42012,1.85539,58.41474
2018-11-08,3.81642,4.12067,3.2199,6.06671,2.59254,2.45291,1.35003,1.87155,4.99605,6.97407,4.60523,2.1568,2.67499,2.99719,2.27483,1.45985,1.41433,1.91942,59.10316
2018-11-09,3.8783,4.17993,3.25496,6.16538,2.6623,2.4972,1.37395,1.90406,5.10841,7.0777,4.64922,2.16911,2.75228,3.07626,2.31304,1.49305,1.45105,1.97732,59.58669
2018-11-13,3.98592,4.29131,3.33923,6.37401,2.7714,2.57014,1.40968,1.99109,5.18959,7.38755,4.72893,2.27653,2.78465,3.2512,2.43357,1.54471,1.50745,2.03457,59.67034
2018-11-14,4.01464,4.32163,3.37871,6.42176,2.75316,2.57859,1.44151,2.02194,5.32918,7.42935,4.76942,2.3149,2.83971,3.28681,2.45247,1.56067,1.52909,2.02516,59.40697
2018-11-15,4.04692,4.36286,3.39414,6.4913,2.80991,2.56106,1.45722,2.05396,5.38056,7.62281,4.80541,2.42849,2.87273,3.37295,2.44982,1.56882,1.55872,2.05526,59.02563
2018-11-16,4.07615,4.37643,3.42241,6.5641,2.90086,2.58503,1.49012,2.0608,5.43178,7.61309,4.82543,2.43671,2.90333,3.32274,2.53633,1.60428,1.5845,2.02228,59.38247
2018-11-19,4.11356,4.44312,3.50259,6.6644,3.00271,2.62194,1.51663,2.12096,5.53129,7.84758,4.9284,2.4811,3.0256,3.39032,2.55099,1.64235,1.6042,2.02444,59.9784
